headline,datetime,source,link,sentiment,sentiment_label
Why Tesla’s (TSLA) Lowered Robotaxi Expectations Are Still Hard to Achieve - TipRanks,2025-10-30 18:26:07,Google News - Symbol,https://news.google.com/rss/articles/CBMiowFBVV95cUxNeUhWRkh0d3hpSENRSUhoQi1XOHFEbTZEYUVqeVREZmhzWWdtRlJDeWcydkRwN3d5ZjJWLVpfRmhnaFFBWTRJeGJOTlkwT3Jlc2NUME9wa180TkJEU29Jc3dReHYtaTc0RFJzNkZEa1o1NFJBVjNSYTRGSEozcVN1Zi1zM1RPaG1EeGhXSldLNG9DNzdpV2FzUm9YemRTd0ltYmNZ?oc=5,-0.2263,negative
Why Shares of Tesla Are Sinking Today - MSN,2025-10-30 18:13:59,Google News - Stock,https://news.google.com/rss/articles/CBMiuAFBVV95cUxQWXZWQlNETzRxc0M5MXFtaGFFTklTaVk2QUxRcVhRWWhmbm9rVHlrMWNVOGVKRVBTeXBPRkZrNGdXM2pqdUdYVHcwbzF3c2F2Q3p6V3RIUmU0NVFiOW9xN1M5UEtnV0dlLVZWMldVRHJveHE4OU9GRURqLWcxeFdoWEFISWFXZWcwT2o3cWs1ajBWUFNrN205SE1Fb19iZUZmOUdzUEtmbDNUdUZsbG5SNEVoZnBEOXVk?oc=5,0.296,positive
"Tesla, Facebook among market cap stock movers on Thursday - Investing.com",2025-10-30 18:06:17,Google News - Stock,https://news.google.com/rss/articles/CBMiugFBVV95cUxNdHhEY3BXcHJ3bG9vOHFXaEdpZkxEUTdDc1FhRHpVcm1NZzJlR2RfSGJ1ZWVuTmFKUjhHVm1HeXVHMFF5ZnJWSi1LdzVtcENWRkMwc3I2bHRXSG5xcEVvT3ZkakRtRjBGeU9ldHlJbzRibTlBUEdxZVRJNTdock8xWnlZUkdrNlQydjB3eXNqVGVVTXo0WFI1SkFnNy16VFpBY0JmT2VjaW5YVEVXRWFjX3gzeXFXdE4wVmc?oc=5,0.0,neutral
"CalPERS voting against Musk’s $1T pay plan, citing ’power concentration’ concerns",2025-10-30 18:01:27,Yahoo Finance - Symbol,https://finance.yahoo.com/news/calpers-voting-against-musk-1t-180127276.html?.tsrc=rss,-0.1027,negative
"Tether Now Holds More US Debt Than South Korea, Germany: CEO Paolo Ardoino Says Stablecoin Issuer Will Soon Surpass Brazil With $200 Billion Target",2025-10-30 18:01:10,Yahoo Finance - Symbol,https://finance.yahoo.com/news/tether-now-holds-more-us-180110469.html?.tsrc=rss,-0.4173,negative
'It Was So Crooked How Money Was Being Used Back Then' — Suze Orman Says We Won't Have Another Crash Like 2008 Or 1929,2025-10-30 18:01:09,Yahoo Finance - Symbol,https://finance.yahoo.com/news/crooked-money-being-used-back-180109210.html?.tsrc=rss,0.5801,positive
How frequently Tesla Robotaxis and Waymo vehicles crash - Mashable,2025-10-30 17:55:26,Google News - Company,https://news.google.com/rss/articles/CBMinAFBVV95cUxQamhTS2RYLVllVm5EaUZ0dU5TOTk1ZDBnNkRMWlRwbU1XcXg3SUVsdjF1UnJSOGpJRHVkQ2QtUjVuTjNPcTlsZEFUZTBreE5uLUJOZTBQeFV0U1lUMkI0TDV5RXRWUVl6d1dRaURWb0IwbjdjSlZ2ejZ1VFRUSlNKV3Jsckh0djVJRXNRYVZEQzdFVXExMVBuR2VxdWs?oc=5,-0.4019,negative
Why Shares of Tesla Are Sinking Today,2025-10-30 17:43:29,Yahoo Finance - Symbol,https://www.fool.com/investing/2025/10/30/why-shares-of-tesla-are-sinking-today/?.tsrc=rss,0.296,positive
Why Shares of Tesla Are Sinking Today - The Globe and Mail,2025-10-30 17:43:00,Google News - Stock,https://news.google.com/rss/articles/CBMiwAFBVV95cUxNMkZBZUtZVkZIeXMyU3VNcDRBMHNaQ0poSXN0RXpfQWxGYmZVaHhnOV9lamZ1REpYZzFVemJjRVlvUjRRZk9hRkc1T0JqdWZycGl6TWxXSDhDVENRRG9Ja2RjX2FIZmktRXNxSGQ3dWtGTXVrbEJZaTNTa1ZkMk9SZ29WYW5YRGxNLXdhUUtMRUNja3h1XzVzVWhOdTFKdnFPcUp0OUtpekwxRWFoakpsanVQWDVSNjNQYmIxYkprejM?oc=5,0.296,positive
Why Shares of Tesla Are Sinking Today - The Motley Fool,2025-10-30 17:43:00,Google News - Company,https://news.google.com/rss/articles/CBMihwFBVV95cUxNb0ZJZnZMLTVwX1haMWpFRGxsclEwMWlWcWlPQWtWZmMwX2poOFE3OXJnTHhtVzdwRHJjbWxwR05DQjh0YnNaSUZuNUs0NS1ObVlnZ2RDZTltWHoyQnYydTU5cFVuU09QRDZxV2xXaXhGQ3Ita0dDS1N0bVV2eGw2UUZkbXltY0U?oc=5,-0.1779,negative
"'I Was A Very Mad Redneck'—Dave Ramsey Recalls The Day American Express Called His Wife, Asking Why Stay 'With A Man That Won't Pay His Bills'",2025-10-30 17:31:06,Yahoo Finance - Symbol,https://finance.yahoo.com/news/very-mad-redneck-dave-ramsey-173106650.html?.tsrc=rss,-0.4934,negative
"Tesla expands Robotaxi geofence, but not the garage - Teslarati",2025-10-30 17:15:27,Google News - Company,https://news.google.com/rss/articles/CBMifkFVX3lxTFBoRzFaTTZKSGpTVWIxamxJOWtxR01RZDBOYnpFanVaWkk1emVDZTFQZ2V1RW10cGNFSHM2RU5xckR3czBhYWJmRl94TEQwcVVKcEhYa3E2TUh0ejFOUjZfWWhkSjR6Q3VGOUY2SmYxT05NUElYTEdmcG5HSHhJdw?oc=5,0.0516,positive
CalPERS to vote against Elon Musk’s $1 trillion pay package at Tesla - Pensions & Investments,2025-10-30 17:06:15,Google News - Company,https://news.google.com/rss/articles/CBMiwwFBVV95cUxOdmJidnJ0QkRReGRkY0QtcTJJVTRhSldqSzY4YTl1dmVZSGJXRXV4RzVFNjl3SldyNnByaXVkbXdsRzYxNUlqcWV3T21xRzBjaUhhWnVHRnB5d0pKYVRLeGV2M3g4dUlTRFY1aVlqNHQ4cXhta2J3bklHRXR5SEJYbGdwMEgySk1seTNvU0xXZGd6QklnVlBSSUlwUlpYNnZSeTNpN0oyeWxZVVFLbGhpbzRRR29nWGpUam56SDJaMm9aMHc?oc=5,-0.1027,negative
Tesla's (TSLA.US) Robotaxi initiative is reportedly likely to be delayed. - 富途牛牛,2025-10-30 17:00:37,Google News - Symbol,https://news.google.com/rss/articles/CBMipAFBVV95cUxNRWVnV3dLWmZjeVdRRlY0bnV4N0c1V0NrUmtqbXp6MDd2M0VORXhhRFVxTWkzdEc4dlpOcy04QkVyc011LWZoWnpPdG1iRWlMQTNtN1B6NVRreVNxVlNnMGdCalNYemJoUlJDWmFGSHpHOW1ORnd3R2FtclU0dXBQMVV2UDFKTUJySGNhY0luU05VX0FDWU1KbnAxTnVMZEJab3FFTA?oc=5,-0.2263,negative
Is Apple the Best Magnificent 7 Stock?,2025-10-30 16:50:00,Yahoo Finance - Symbol,https://finance.yahoo.com/news/apple-best-magnificent-7-stock-165000148.html?.tsrc=rss,0.8442,positive
Tesla Recalls Cybertrucks For 10th Time Since 2023 Launch - Forbes,2025-10-30 16:43:11,Google News - Company,https://news.google.com/rss/articles/CBMilwFBVV95cUxOWHFOQzlkaDhNUzZUQWg5MGM2XzBYRndFYmlYLV90d3Q1b2JHRWYyX0hsMHJXTExsa0J5Q0h6cm9xUWZIVjhIYWtwM09FYlJmNE40WEN0aGdKZHVabWhTT2FwUUc0UGNaWmVEVDBxVTRteGJtNFlNNDhDSWVnVHowbjZJLTNlTU13ZDd0NTZ6TEpoUkRMaVdV?oc=5,0.0,neutral
Las Vegas police unveil new fleet of Tesla Cybertrucks - Gulfshore Business,2025-10-30 16:33:22,Google News - Company,https://news.google.com/rss/articles/CBMi5wFBVV95cUxPaV9rbl9Pb2ZobVJUZTVHU182bThqREI4ak80SUtHTXFDV1FHejFKUk9vWVA0UkNCWFBDb2premM3dUw0NW1HejN0YlhDb2ZPNUhJMnFfMHF0ak5NUUNZaUlYT3FkdVVrejV0NkF0amEwZnhlNTNKaS14R3ZDODNuVkpFUjcxT3kzaEpNRTZ6T05UYTVQUDZoaW1PYmRJTFEtYWFJZ0tHVTdDMjF3b2RzR2hOYk1STXB3VzVVZjVWRjk1Nmk0NkZpSUVwZjk0cnRTcnAwYlFkYjNETFZ2djZqcW1JVzRENkE?oc=5,0.0,neutral
"Tesla recalls 6,197 Cybertrucks for light bar adhesive issue - Teslarati",2025-10-30 16:33:18,Google News - Company,https://news.google.com/rss/articles/CBMiekFVX3lxTFBiN2tsTTRzR0t3R25FcGJUbldKRTA5eU1scjY0bUFCM09EODJYV0F6YVdLU1lBcEZPOEhTMUFhSjFxYzJCa3JaZkpwMDlVVnJMc2wzZzlGN01YSXpHUjA0dFNGSExmbGxLazZpdkZLTXI4bXM3Snd6ZnB3?oc=5,0.0,neutral
Pave Bank Secures $39M In Funding Led By Accel For What It Calls The World's First Programmable Bank For Digital Assets,2025-10-30 16:31:11,Yahoo Finance - Symbol,https://finance.yahoo.com/news/pave-bank-secures-39m-funding-163111664.html?.tsrc=rss,0.4588,positive
"Tesla Cybertruck's 10th recall in 2 yrs, CoreWeave bid rejected",2025-10-30 16:15:12,Yahoo Finance - Symbol,https://finance.yahoo.com/video/tesla-cybertrucks-10th-recall-2-161512105.html?.tsrc=rss,-0.5106,negative
Why This Massive Pension Fund Is Voting Against Musk’s $1T Tesla (TSLA) Pay Package - TipRanks,2025-10-30 16:11:02,Google News - Symbol,https://news.google.com/rss/articles/CBMirgFBVV95cUxPNm11cjRMMTA0anpCc0kyLVdtU21zSDN6dUU2OUNOemRpX01vdjR3WHBwSGoycXVEYXVNSy1SMjdSalF1Q1RyM29QRmlicDYwMmdQaFVIM2dYdzVpMWhNOFJ4RUxzOVdjS0Y2blNoaDVJYXJGZTJRaFZDYXRKUFFBQmhJM18yVUN1bks4MzBQSFRiUzZPRk9GUDdTQVJGREljVHdJS01kREE0Ml81d1E?oc=5,-0.1027,negative
"Tesla Recalls 6,200 Cybertrucks Over Light Bar Hazard - Yahoo Finance",2025-10-30 16:06:07,Google News - Company,https://news.google.com/rss/articles/CBMigwFBVV95cUxPZE9BVmNuSzdjbXpjcUN5V0FBel9lT3VpdENqaFVOTzRSaTdPbFF3VlV6Q1k2eHNlNzJYdE9PSFNGUGREdlA3NFFFVFUwSVFUc3RoRVdxZzdYV0tVY28tWEJncTVnWW9GbnJkYmJDaGc2UEZKU0x6OFBoQkcwTGZQdHd3cw?oc=5,0.0,neutral
Why Tesla stock is crashing over 4% on Thursday - Invezz,2025-10-30 16:00:48,Google News - Company,https://news.google.com/rss/articles/CBMiigFBVV95cUxPYWl5T3FwNjBrOXl0UU5VTkx0eC0zXzlVZG5Sa0NOLTVsUlVFV2xQd3dXQkJfVThlNkl0eWFFcHZfYVpkZ2VEREJfYzJRNWFHdEJKeEVlXzlfbGhnU2hJMEphUDBQd19sUTNFenpIRjgyWkRjUmRvZTFCZ1VIc0FWZmdTVTh6VVNtQ2c?oc=5,0.0,neutral
Tesla’s scaled-back robotaxi timeline is lagging in regulatory approval - Electrek,2025-10-30 15:48:00,Google News - Company,https://news.google.com/rss/articles/CBMimwFBVV95cUxNWEZxTWMzSlljMDl3VUJFV2VDRVlra0dNZW02RENrakpPYXd2b3J6VUkyNDlGQUpjZjFVQjd1M1dkVDJTa25tLWszQWVZY21nd1RPNV9UOVhEUXM0UDU0cERiTUNETkhFQ3lCd01QcVJ5NVFCcXNUeU9CMkIxdXZGaDFvNUoxcjktOVZpb2pLSEFwNUc2dnlCTU1tWQ?oc=5,0.25,positive
Elon Musk proposes using “bored” Tesla cars as mobile inferencing fleet - Data Center Dynamics,2025-10-30 15:39:03,Google News - Company,https://news.google.com/rss/articles/CBMiswFBVV95cUxNQXA4dEFmTElZS3h4WEhOdTFYbGREUkN5cWdJVjhmd0RSdVlRa1B6SE8xS0Fnaks2N3lYWjFOenh4ZDhucTE2bTVEek16R3hTWThSaVo3UDNpbGlsMVcydXhvdEFsNDh1U2pPX0pKcmNQWnI0UmE0amhoNTlMd1VldllxRUtfVjIwcUE5a2hMWjJaUkswdk5NYlVjWWJPbUgxTEhTNkZwR1FFWkNka1RvTTFVMA?oc=5,0.2732,positive
Tesla Semi factory looks nearly complete - Teslarati,2025-10-30 15:28:22,Google News - Company,https://news.google.com/rss/articles/CBMidkFVX3lxTE40OGFwU3hpeVlzRFJhcjVUSndKZGRPMHVPSUJDYzctZEdaVGpZU0R5Q3ZFZmdjZG56RlFaclFON0dxUUR6dlRGUDNtNVRGa3dyYkNFdVVmWVBRYjEwMVkzN0tOMTZvOGh3UVNKVE5qX1NYRUF6OUE?oc=5,0.0,neutral
Tesla Shares Drop 4% as Regulators Reveal Missing Robotaxi Permits - eletric-vehicles.com,2025-10-30 15:14:48,Google News - Company,https://news.google.com/rss/articles/CBMiowFBVV95cUxNUUFCLUowM1J4R0ItcldRU29lajJ0OGcybkVhbGN1RjNGMHU5dDBVTE1GR1ppR1dseDMxZEYxWnVEdU1VcVVZTDRjdkdJMW5DREVWTTcwanl5Y3pkZk1iWEZkTWpJcG9NZnpsdWNYU2kwVGRjTmY3QXI2TS14U3gxTEdadS1nX05jaEVOR2hial9NczJfVW95aEhtX3lyalM5cGFj?oc=5,-0.2732,negative
Tesla Recalls Cybertruck a 10th Time in Less Than 2 Years - Transport Topics,2025-10-30 15:12:08,Google News - Company,https://news.google.com/rss/articles/CBMia0FVX3lxTFBvekxvQ1hERFNQYXI1clVvUXJMQjhxMlhYbGdJU0ZMR21qSGJaLU9obGh3WE5xaUw2eVUxNWJYV1JXczM1enFnOXdlaERpcTl6QVZldU9BcnNycG1yOFFrY19USnFGd3E0cHZR?oc=5,0.0,neutral
Las Vegas deploys world’s first Tesla Cybertruck police fleet - electrive.com,2025-10-30 15:00:00,Google News - Company,https://news.google.com/rss/articles/CBMinwFBVV95cUxQbTRjYjVQQ1ZqSFR4blRkRy14VHBnNWZ3Rzc4R2g5SHpFU19rTmJlNnNVSDZGVzg1aFdOekYxSWNRdnRWTHpwSXhORDJFckJzWEV5SEpyNHhaM2VpcGh0eHQyYXpiVlRrMGdvazRsRUkyZ0FSc09Jb3FfSlVBRzFmVjNoelI4a2l6ZzBrcnVoX19lRTdmNTluZ1pSV29YclE?oc=5,0.0,neutral
Tesla Stock Surges on Record Q3 Sales – Can It Keep Climbing? - ts2.tech,2025-10-30 14:58:48,Google News - Stock,https://news.google.com/rss/articles/CBMihgFBVV95cUxPX3ZndnlrcEUweHJXNURfd2tCOHMxa3ozU0VpLTJZRFpUNG1HX1FJc3Q1VW9oSDZmRzk4OHNvdjRlNTFiaUFWRG9iczkxem5wV2xZeHlnam1relJiZDF1bFR2d25PWGt2b2l2NDFuOTV3cE8zTW5fTnlVa29pTDR2b1dxc3Z5QQ?oc=5,0.0,neutral
"As Tesla Stock Disappoints on Earnings Yet Again, CEO Elon Musk Shares That This 1 Thing Is ‘His Biggest Concern’ - Barchart.com",2025-10-30 14:54:53,Google News - Stock,https://news.google.com/rss/articles/CBMi6wFBVV95cUxOQ2NnbmVleHFVS2w5ZXZncC1kNjVpb2JFZU5FSUVfWGFqT0Y2cXlnMks2S1QyUTZQUDFWbUJEZExJbFZiWFF5N2xZSFZXSl8yUW5QVUNfX3JFSG5IcjdtYkRWVTd5NG1Jc1dhdk9IRE1WejVMMmFodXNKOUNqVFJvbDhJWnpfakRXenJxa0Q5dXRNamdRV3JDc1pKRk90Vm9ONm5SaFpxR0xsclQ2dGZmZHY0RVNaT2dIM0Q1SFBZdnZ5Vk9UZ3VReWhTZmtjQWxsekVCbEtveWJweDlSZ0l2X1VhdHZWYWVJWWpz?oc=5,-0.1027,negative
Tesla recalls thousands of Cybertrucks - ABC27,2025-10-30 14:42:21,Google News - Company,https://news.google.com/rss/articles/CBMidEFVX3lxTE5zcEc2UlNZUnhWeVh4VGFYdENUVGg3UEY5UzRiMHlmZDFtLXdZeWdiMEpTRkhOeGUwck1kOGRZN0g2bE54OTFJSVVsbHRNcFJob2RJWEtYVkY1aXBCYjVRckRlY2JvblU5RmlPR004UzBkTjJP0gF6QVVfeXFMTkt5VEw4d18teWN6d0RRTjNoemg1ZVhSM2t1ZVlJaklNYnNHV2d2RDhVT09rVlRDUW9VYUhaX2lYUFlGU0lzU1NnQ2REMGhJUVVGZGFCMmhJY1V4QUlFSXV6SHFjUEpwN29DaXh1SnlwZDNvUy03cjlrZ0E?oc=5,0.0,neutral
Elon Musk and Tesla’s board once again make the case for largest corporate payday in history - HR Brew,2025-10-30 14:41:24,Google News - Company,https://news.google.com/rss/articles/CBMid0FVX3lxTE9wVzJRZGVjOXhXYXRoVmNMVkN3ZHBhQ09tUVpQYjl5dmwtM3dGa3h3Y3VFUXA3SkRwTTAtcUxaWkFDeFZWSEJuS2c2YktzcDQ1TkEyb2RiVkYwUmdBS25UZXowLWR5Q0dETUtZakx4aUw0dV92UlNN?oc=5,0.0,neutral
Tesla Recalls Cybertruck a 10th Time in Less Than Two Years - Bloomberg.com,2025-10-30 14:41:19,Google News - Company,https://news.google.com/rss/articles/CBMirwFBVV95cUxOQ2lCSTJCdVZFR2plREtCckRnTmRuVjJZR3RzckhPcjJZREJidjN6d05jdm80VlBwemxhTmtnelQtc0NVaWM0VHZhODhVZmNUZXRkNWwtenJnV1ZBNE9rWDg5VEJmdTlpM3lScEhteEhFV1JveWFkaDhmU0NyUEF3NFhHVDFrVXVSVzZiQ0trYWpnN2pmVVBhdkVRbEE4YzFrUlctdlFaS1BWNTBhbVZv?oc=5,0.0,neutral
Tesla Inc (TSLA) Stock: Drops on Pay Package Drama and Broader Market Pullback - parameter.io,2025-10-30 14:37:49,Google News - Symbol,https://news.google.com/rss/articles/CBMingFBVV95cUxNSlBZcVpra1Y0ZXg0QW9DRkhRWGUwQlQydVdDUC1ROE9TcEFOdVkya1AyTmNtajJWRlA2WGNxNEZOZy11YThJU2NYZm8teENuc1RTVHZJUWNxRjhHVkhWcGpDX0xETUhyWWg3OW9yZmgzMXhiSlk4VjJKVzJwdzFid1h2aTFLZVdKMmg3WkNhYnM4RTF4X3VlNUh5NE5kUQ?oc=5,-0.1027,negative
Tesla investor Calpers opposes Elon Musk’s 2025 performance award - Teslarati,2025-10-30 14:34:31,Google News - Company,https://news.google.com/rss/articles/CBMilgFBVV95cUxNN2JIMU5nS2FkT21XLUZoTllNVGlqWW1lbTRITWdDRGNXS0hNS3c0ZWtXU2hoSjFtSEMzZjZJQk1MN1V1Mm1CWWlIdlc0UFFqdDQwX0NmMzlmN3BWYmJ6MEtSaWZzb2lxOHYtN25zeG5kQmhlQjFhcmR6ZU5ac0NUbm9rT0Jmb1R5RjRzbTNaZGFJekc4ZFE?oc=5,0.5423,positive
Tesla’s (TSLA) AI Breakthroughs Are Going Under the Radar — But Not at Morgan Stanley - Yahoo Finance,2025-10-30 14:29:13,Google News - Symbol,https://news.google.com/rss/articles/CBMihgFBVV95cUxOQ25pTW5DYTA3Q1g4My1va1FZOG1jamdnOTRaZEVQOUUtSzVjbHh3a1JpZE9Fc1RCWHU5Vk5DQjZxTG5lYTNORUtFTFlRTXVZMG81TXg1TVdoVmx3WF9Sc2JPeld5Q21RdEZfdDVMQkMwRWdTeEJCeTJxNFhKemVTOXctMlRNdw?oc=5,0.0,neutral
"Man, 20, dead in Easton crash that saw Tesla catch fire - Boston.com",2025-10-30 14:16:00,Google News - Company,https://news.google.com/rss/articles/CBMipwFBVV95cUxOTmViQjJ4blZmengwb1dQMjA0Yms2QXY1Y2hrcnp2Z0ZKbmR1dGpfbjdtZnlvOWstN3dDYUp0TS01OWJMR1lLUVRQNmh4VG1QSWlqVFRKT2I0OThFSzRsX1lNekVhM2pYQ3dtUEFMRS05dEJleGszSkFRbUVSTllXNXpheGJ4R21kWk9rZGNfNTBtb0Z5OThsdXBzWTVxcnc5X3RFRHJxRdIBrwFBVV95cUxOMEdWVmFwTTZ2cklSVkhfeUZfOGRRdVRya01MUkt3Y09WYUdxbEVSSzd6WHl4MVRPU0JKeThSMWlqWF9pLW50b1dKUXFRZWF5UEtTQWxIRklrMjg5VjZSd2dOR3dkbVpURXBMcER0UUVHZXlfTFo1QzU3eDRDV2lkV1RMMmF3a1AtWEdsc09hdWZWU2RyVkhyX29wNTJaSDRvc3RKdUhZZjE4Y0d3cDkw?oc=5,-0.8555,negative
Tesla Is Worth 28 Times Ford - Yahoo Finance,2025-10-30 14:15:55,Google News - Company,https://news.google.com/rss/articles/CBMie0FVX3lxTFB1dXZoNzE3RjA3SW8zYmRKNEV5dGZrb21ZZDE1eUNmaG1qdy1HRkltMTcyX1BjRXFSV1FDaTAtaktpYnRSSUt4dmpabnBhOGN1UUFfdThZekpZNEtrbUNkdnBram9GT2dibV9zNTFteUYtb01tLVQxTDVJVQ?oc=5,0.2263,positive
Musk’s $1 Trillion Pay Package Opposed by Tesla Investor Calpers - Bloomberg.com,2025-10-30 14:07:26,Google News - Company,https://news.google.com/rss/articles/CBMitAFBVV95cUxQekF3YjBXcXZWMmh2REstdjdXNUFjWHpxM2I4QXJZNkZ1VTNPUFl0Z0tMRGhCcFJjMjVxNFlkN3RqRzY2azZEYzNDOURpaEdFMm5Ia04xRDJZODI2eWlCdGZkRk9XOHlrZmxmdDYtVVIwbnBYOGs2VGNqYmxIQnhQX0ZrZmx6VmtRSW93bU04c3c3VWtFdVEzb1laOXROX3VjMnFpM0ctMlNIS2ZncHo0dHN4WFI?oc=5,-0.1027,negative
Elon Musk's xAI will expand into Palo Alto offices near Tesla engineering complex - The Business Journals,2025-10-30 14:00:00,Google News - Company,https://news.google.com/rss/articles/CBMinAFBVV95cUxNNXR0Y216c3d5eFdRMHBEbHlBOHA2OVdFZV9rMkpMUnExN2l5eUxwX2dPZXpmVkxscWRfMkE4eFp4SThnX1RRU1h6bkRxcm1lNjY1alhtWlZaeGNwQlhhRWdEYnpucXpucDcwdS1za21mQXFHVGF5cDIxalJwZEJSMEYwMVF0RUc4S1FXajlveWhkU3lHT0lJWjNlS3I?oc=5,0.3182,positive
TEASED: Lucid's Tesla Model Y Fighter Will Have Self-Driving Thanks To NVIDIA - autoblog.com,2025-10-30 13:46:12,Google News - Company,https://news.google.com/rss/articles/CBMilAFBVV95cUxPYjZFb0NOeTd0aENqckZkMTllSWhoMFRmMmt2MmhYSkEtZVBBd25HWVdxaVpwWUVBUGVHNTVoQjlnTlRkZzBCbGxiaTByTjZrSUVsNm1KaG4xeWZBZERlb2Z4LUhNRkhFeDVNNk5KRWlJMXNhVnh4VnVNOXQ5dGV3dlBpaVVIUGp3MWFsTk9XQjFSdmgt?oc=5,0.1449,positive
Tesla to Debut Cybercab in Shanghai at China Import Expo - Yahoo Finance,2025-10-30 13:36:40,Google News - Company,https://news.google.com/rss/articles/CBMiiAFBVV95cUxOcEJLNWR0cFZSN3R4bTg0REVVV0RmM0FWMzBDeVVPQmVWYXBoSmI2SW4zTGUxcml2b3Z3eEdsVUFqRlZYN3FIaWctcmpfblZiMllyWU9sdEN1Vy1iRXVQNHlnUWxJbEtvR0t1eUJxR1J2dm0wWHNpcG5rb3puLTVxcUlUakRVY3ZL?oc=5,0.0,neutral
"Tesla recalls nearly 6,200 Cybertrucks because the light bar may fly off - Business Insider",2025-10-30 13:20:00,Google News - Company,https://news.google.com/rss/articles/CBMikgFBVV95cUxOX2hNc3lIZ1VTM3FtVTJENEpPNEItZ0RlR3NwcnQ2TXNDZTBTM1FBN3E3Q1ZMa2h3WEhoLWJaN3c5LUxCNHZXd2dKcnBndjROYzBIYzB4Z2NIN1VHaUtJVkhJbzlZOFdZV1V1WG8wOThyWE80MlF4Qy1HeDhjTWJIVXU3Z2FXUHNuRnp0N2NkNWc5QQ?oc=5,0.0,neutral
Tesla Cybercab is heading to China’s import expo - Teslarati,2025-10-30 13:17:54,Google News - Company,https://news.google.com/rss/articles/CBMidkFVX3lxTE92LTlDNnZpWV9kSDFkZWRJa2xKM1RJZXJIcXJXTkU1YWNKeW1lS180ZXNudkdXU2RPQ1FJSE9SYVRrbjlBb2I2ZU10WXM4M1RxWnNGRTdUei1HZXNWZk9mNG43eF9EeW9EWmdMRTVSeEVxRjgxdUE?oc=5,0.0,neutral
Tesla stock pressured amid tech weakness and robotaxi rollout concerns - Investing.com,2025-10-30 13:15:57,Google News - Stock,https://news.google.com/rss/articles/CBMixgFBVV95cUxORTVLd0pqWFh5cjhsVjU4cWVCV2lfTTdJRVFOc2Vac1FsVDFRY1Z0NHU4d1hONlloam5HRDNhZmtfN0VKTUE0TUFEZFQzSEtZdGJoZEZ0aHhkSUQ2TDVFSWVFZk93YTFkNUluODkyTEVXUzRvRGFzenFvM3F5dkp4Vk4tR21IUF9KZ29aYldEV3ZuVkwwRlByV3hjSWNmcG9jWkVGVTRTdEVFa0Z5M1hEVGNqZ1dwMHZxYmJrWk14a2dydi1mWmc?oc=5,-0.5719,negative
Tesla Is Worth 28 Times Ford - 24/7 Wall St.,2025-10-30 13:15:55,Google News - Company,https://news.google.com/rss/articles/CBMifEFVX3lxTE42NE5OaFpfVHlaSG1WLXRGLW5KaTBGdThxSThUN0NkTFl0elZkZTQ5RG82b2J5UDdHTzd3Vm9XU3JCRkkzdnloZUtQRUNLRXdtRWJQYjB0dXU3TFpabGRwVFNBRXZqbExyYUNLdmJreDRYTTdpanBPMTRlSnA?oc=5,0.2263,positive
Tesla’s Scaled Back Robotaxi Timeline Still Faces Obstacles - The Information,2025-10-30 13:00:00,Google News - Company,https://news.google.com/rss/articles/CBMinwFBVV95cUxPZXpCOW50Z1V4WjVVR2haQ05Ec21BUVVSNk05R0pDYUVqS1dZOGVXZGNjVHdXWE1NNnc3XzlzZENjQkhHNzA2LTM3U0FBSlB1aWdNcTR1bGFiZnNZclcwcngxbXAwSFZ3Zm00Z2duM1pCX0ZCVURGamllVlZ3NmFFMXJSWncwUHhPUGFWdkdzbUxoa0FhbnE5ZjBkanRvLU0?oc=5,-0.3818,negative
Tesla Stock Wobbled Today and It Is Not Because of the Recalls - TipRanks,2025-10-30 12:59:09,Google News - Company,https://news.google.com/rss/articles/CBMilwFBVV95cUxQb0JiR3lfWFd2YWVKZmhEXzMzVDYtWms4QzhYQ01qd0s2bmJfZmRqcEl4WDlmbTNvdmhzb2w4aDhYUkFPWFpsdTBMY0kybW5IeUhZOUMyOWVQaEFBTExwR1lZYUNaTXZ6bWtnNzctQmpMeVpQNGdEdXhQbU80bFNEMmozeGduU1JfSjVwOWdTQ0VWaWxDY1Fn?oc=5,0.0,neutral
"Tesla recalls over 6,000 Cybertrucks. See impacted models. - USA Today",2025-10-30 12:58:24,Google News - Company,https://news.google.com/rss/articles/CBMiqwFBVV95cUxPVnBXcUtWaG5qMXVjbVdMcU9ucnoyTFo2bWhDTm9lWWpjYlZJaHJKaWM0MmtEcklCallyTXRPUnphZFFvdWRGV080bDZWX01OSmR4OFNWNFNvZndNS3RLOWlpWlRnSmxFWFVzSmJlQzE0NFBrcFVmZEt0dVlaM1NTMnJpTklIMHcwZWpESFpPeUdHQ0djQXZzT204djdhRXRScDFEMGpyeUVEZWM?oc=5,0.0,neutral
Elon Musk’s Partisan Political Activities Resulted in Over 1 Million Fewer Tesla Sales - Yale School of the Environment,2025-10-30 12:56:08,Google News - Company,https://news.google.com/rss/articles/CBMiwgFBVV95cUxPVnMzRUtwV0h1azVtY0ZlTUpnQXBqenlSSTFQMTRxcnNPMTFnX0hBajZhUWZpbWNYVXAxNTlGdVh2YlVHdm95RGEwQ2txd1dfVHNKSlpTU1BfaGN5MHR1UER6czdfMTVxbm82eTJ2dHJEMm5kYlBIQWxxLVViamt5WFl1MTR0Y1NtellvQnlxbDRqWHpHWWZXUDk1T1Z5OExtd1k0QWhnWVVsc1NnX1BDYjItemVIeXFyMEtxT0ZDV1N3UQ?oc=5,0.0,neutral
